,Date,Unit,Type_Of_Meat,Animal,Commercial_Or_Federally_Inspected,Weight
331,2006-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4764726.0
332,2006-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,567227.3999999999
333,2006-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2183067.6
334,2006-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3797385.1999999997
335,2006-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,29116.8
336,2006-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,42201.299999999996
337,2006-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,964199.3
338,2006-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4197220.2
339,2006-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,618743.2999999999
340,2006-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40176.0
341,2006-03-01,1000 Pounds,Red Meat,Calves,Commercial,21216.9
342,2006-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,33234.6
343,2006-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3621726.0
344,2006-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5746892.8
345,2006-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,672241.6
346,2006-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2502901.8
347,2006-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4354543.2
348,2006-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,36221.0
349,2006-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,52951.6
350,2006-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1192971.2000000002
351,2006-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3816527.0
352,2006-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,546217.2
353,2006-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34225.0
354,2006-04-01,1000 Pounds,Red Meat,Calves,Commercial,17219.7
355,2006-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26992.600000000002
356,2006-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3234664.0
357,2006-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5132000.0
358,2006-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,564768.0
359,2006-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2164929.6
360,2006-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3752593.6
361,2006-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,33605.6
362,2006-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,48500.100000000006
363,2006-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1103760.0
364,2006-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4324237.5
365,2006-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,622078.6
366,2006-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38563.6
367,2006-05-01,1000 Pounds,Red Meat,Calves,Commercial,21166.8
368,2006-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,33260.5
369,2006-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3780640.4
370,2006-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6015930.0
371,2006-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,653351.4
372,2006-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2304855.0
373,2006-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4005205.1999999997
374,2006-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,32035.2
375,2006-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,46611.600000000006
376,2006-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1332876.7999999998
377,2006-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4198491.0
378,2006-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,641564.0
379,2006-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42772.8
380,2006-06-01,1000 Pounds,Red Meat,Calves,Commercial,20685.8
381,2006-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,32657.0
382,2006-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3993481.6
383,2006-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6368695.2
384,2006-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,666450.0
385,2006-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2227607.7
386,2006-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3855738.8
387,2006-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28552.5
388,2006-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,41200.0
389,2006-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1439892.0
390,2006-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3871108.8000000003
391,2006-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,577294.8
392,2006-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,35868.0
393,2006-07-01,1000 Pounds,Red Meat,Calves,Commercial,18817.5
394,2006-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,29583.0
395,2006-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3607682.0
396,2006-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5757494.0
397,2006-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,599412.0
398,2006-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2072966.0
399,2006-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3605956.2
400,2006-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26312.0
401,2006-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,37666.399999999994
402,2006-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1303008.0
403,2006-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4286725.2
404,2006-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,631584.0
405,2006-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44469.0
406,2006-08-01,1000 Pounds,Red Meat,Calves,Commercial,21477.4
407,2006-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,33887.0
408,2006-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3999494.4
409,2006-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6375696.0
410,2006-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,655094.7000000001
411,2006-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2383073.4000000004
412,2006-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4117832.1999999997
413,2006-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,29295.899999999998
414,2006-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,41457.0
415,2006-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1427965.5
416,2006-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3921439.5
417,2006-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,584133.6
418,2006-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40454.399999999994
419,2006-09-01,1000 Pounds,Red Meat,Calves,Commercial,20217.600000000002
420,2006-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,31696.5
421,2006-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3555081.0
422,2006-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5648588.4
423,2006-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,593045.6000000001
424,2006-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2349498.2
425,2006-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4071954.6
426,2006-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28263.899999999998
427,2006-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,40365.3
428,2006-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1238843.2000000002
429,2006-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4335296.0
430,2006-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,683712.2
431,2006-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42275.0
432,2006-10-01,1000 Pounds,Red Meat,Calves,Commercial,22069.2
433,2006-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,34514.2
434,2006-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3689807.1
435,2006-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5835013.2
436,2006-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,657070.4
437,2006-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2591008.0
438,2006-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4484364.0
439,2006-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,31086.300000000003
440,2006-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,44620.0
441,2006-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1202209.6
442,2006-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3939402.5
443,2006-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,639988.7999999999
444,2006-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38980.4
445,2006-11-01,1000 Pounds,Red Meat,Calves,Commercial,21778.199999999997
446,2006-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,34112.0
447,2006-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3680908.0
448,2006-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5834959.199999999
449,2006-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,691017.6
450,2006-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2547252.8
451,2006-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4406290.0
452,2006-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,30715.399999999998
453,2006-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,44391.6
454,2006-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1158545.4
455,2006-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3737123.5
456,2006-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,541487.0
457,2006-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34893.299999999996
458,2006-12-01,1000 Pounds,Red Meat,Calves,Commercial,22161.600000000002
459,2006-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,34608.0
460,2006-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3396250.0
461,2006-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5371475.2
462,2006-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,608695.0
463,2006-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2407238.8
464,2006-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4165322.4000000004
465,2006-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,30858.4
466,2006-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,43821.899999999994
467,2006-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1087059.6
468,2007-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4128168.0
469,2007-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,614436.8
470,2007-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38087.1
471,2007-01-01,1000 Pounds,Red Meat,Calves,Commercial,24073.2
472,2007-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,37896.1
473,2007-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3612387.0000000005
474,2007-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5691108.0
475,2007-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,632113.6
476,2007-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2537915.0
477,2007-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4399383.6
478,2007-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,30072.0
479,2007-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,43290.399999999994
480,2007-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1150851.9000000001
481,2007-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3606249.6
482,2007-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,562032.0
483,2007-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,31313.0
484,2007-02-01,1000 Pounds,Red Meat,Calves,Commercial,20543.600000000002
485,2007-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,32078.399999999998
486,2007-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3262968.8
487,2007-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5143456.8
488,2007-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,610508.0
489,2007-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2183553.7
490,2007-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3794785.6
491,2007-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28658.0
492,2007-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,41774.5
493,2007-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1008412.7999999999
494,2007-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4011997.0
495,2007-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,610736.0
496,2007-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41952.0
497,2007-03-01,1000 Pounds,Red Meat,Calves,Commercial,22694.7
498,2007-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,35565.6
499,2007-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3519180.0
500,2007-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5560737.600000001
501,2007-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,616790.4
502,2007-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2484459.0
503,2007-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4322358.6
504,2007-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,39130.0
505,2007-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,56913.6
506,2007-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1125705.6
507,2007-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3926758.0
508,2007-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,584669.8
509,2007-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,39776.0
510,2007-04-01,1000 Pounds,Red Meat,Calves,Commercial,19801.2
511,2007-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,30969.0
512,2007-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3336229.0
513,2007-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5282164.199999999
514,2007-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,563090.6
515,2007-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2286063.0
516,2007-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3967902.3999999994
517,2007-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,29890.8
518,2007-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,42951.2
519,2007-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1104370.4000000001
520,2007-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4310900.0
521,2007-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,644128.5
522,2007-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,46698.0
523,2007-05-01,1000 Pounds,Red Meat,Calves,Commercial,20556.1
524,2007-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,32364.0
525,2007-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3759324.8000000003
526,2007-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5977492.100000001
527,2007-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,641086.0
528,2007-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2356843.5
529,2007-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4088468.4
530,2007-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,31027.0
531,2007-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,44711.799999999996
532,2007-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1281040.0
533,2007-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4117982.0
534,2007-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,640594.5
535,2007-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44749.6
536,2007-06-01,1000 Pounds,Red Meat,Calves,Commercial,18819.1
537,2007-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,29486.699999999997
538,2007-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3845625.0
539,2007-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6124630.0
540,2007-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,688835.3
541,2007-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2215352.4000000004
542,2007-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3837759.3
543,2007-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27482.2
544,2007-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,39354.700000000004
545,2007-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1322572.8
546,2007-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4163241.5
547,2007-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,637235.4
548,2007-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40680.0
549,2007-07-01,1000 Pounds,Red Meat,Calves,Commercial,18062.5
550,2007-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28382.0
551,2007-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3684033.9
552,2007-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5871374.7
553,2007-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,637545.4
554,2007-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2217336.0
555,2007-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3848363.3999999994
556,2007-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26986.0
557,2007-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38240.0
558,2007-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1300816.0
559,2007-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4315750.2
560,2007-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,659107.0
561,2007-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,46636.0
562,2007-08-01,1000 Pounds,Red Meat,Calves,Commercial,17554.0
563,2007-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27477.0
564,2007-08-01,1000 Pounds,Red Meat,Cattle,Commercial,4005955.9
565,2007-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6385777.2
566,2007-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,708167.0
567,2007-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2470753.5
568,2007-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4285271.600000001
569,2007-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,29424.899999999998
570,2007-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,41552.0
571,2007-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1390616.5
572,2007-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3893252.0
573,2007-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,580356.0
574,2007-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41372.5
575,2007-09-01,1000 Pounds,Red Meat,Calves,Commercial,15904.0
576,2007-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,24605.199999999997
577,2007-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3437334.0
578,2007-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5459959.6
579,2007-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,610272.0
580,2007-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2333564.8
581,2007-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4055147.8
582,2007-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26969.6
583,2007-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38356.5
584,2007-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1159909.4
585,2007-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4562118.399999999
586,2007-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,738590.4
587,2007-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,46969.5
588,2007-10-01,1000 Pounds,Red Meat,Calves,Commercial,18806.399999999998
589,2007-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28983.5
590,2007-10-01,1000 Pounds,Red Meat,Cattle,Commercial,4032600.0
591,2007-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6384206.4
592,2007-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,768081.6
593,2007-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2877282.0
594,2007-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4982054.4
595,2007-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,32788.8
596,2007-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,46692.3
597,2007-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1270440.6
598,2007-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4077628.8
599,2007-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,662223.9
600,2007-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40482.0
601,2007-11-01,1000 Pounds,Red Meat,Calves,Commercial,17139.899999999998
602,2007-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26335.0
603,2007-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3691232.8
604,2007-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5853330.0
605,2007-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,699433.2000000001
606,2007-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2733382.4000000004
607,2007-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4753018.8
608,2007-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,32191.199999999997
609,2007-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,46057.5
610,2007-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1149977.4
611,2007-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3930611.9999999995
612,2007-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,579942.0
613,2007-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,35885.200000000004
